region,sexo,edad,educc,activ,yoprcor,ypchtotcor,pueblos_indigenas,lugar_nac,pobreza
11,Mujer,35,Media completa,Inactivo/a,NA,184382,Pertenece,Nacido/a en Chile,Pobreza por ingresos
5,Hombre,65,Superior incompleta,Inactivo/a,NA,340000,No pertenece,Nacido/a en Chile,No pobre
8,Mujer,12,Básica incompleta,NA,NA,800000,No pertenece,Nacido/a en Chile,No pobre
8,Mujer,57,Media completa,Ocupado/a,NA,279767,No pertenece,Nacido/a en Chile,No pobre
5,Hombre,33,Superior completa,Ocupado/a,1400000,754222,No pertenece,Nacido/a en Chile,No pobre
15,Hombre,15,Media incompleta,Inactivo/a,NA,587500,No pertenece,Nacido/a en Chile,No pobre
2,Hombre,7,Básica incompleta,NA,NA,285714,No pertenece,Nacido/a fuera de Chile,No pobre
1,Mujer,64,Superior completa,Inactivo/a,NA,793933,No pertenece,Nacido/a en Chile,No pobre
2,Mujer,56,Superior completa,Ocupado/a,1300000,778472,No pertenece,Nacido/a en Chile,No pobre
5,Mujer,44,Superior completa,Ocupado/a,1200000,836111,No pertenece,Nacido/a fuera de Chile,No pobre
13,Mujer,15,Media incompleta,Inactivo/a,NA,433333,No pertenece,Nacido/a en Chile,No pobre
2,Mujer,30,Media completa,Ocupado/a,250000,342778,Pertenece,Nacido/a en Chile,No pobre
9,Mujer,17,Media completa,Desocupado/a,NA,450000,No pertenece,Nacido/a en Chile,No pobre
4,Hombre,33,Media completa,Ocupado/a,500000,305200,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,54,Superior completa,Ocupado/a,2500000,1131433,No pertenece,Nacido/a en Chile,No pobre
10,Hombre,72,Básica completa,Inactivo/a,NA,497750,Pertenece,Nacido/a en Chile,No pobre
3,Hombre,43,Superior completa,Ocupado/a,2500000,1550000,No pertenece,Nacido/a en Chile,No pobre
8,Mujer,62,Superior completa,Desocupado/a,NA,425000,No pertenece,Nacido/a en Chile,Pobreza por ingresos
10,Mujer,26,Media completa,Inactivo/a,NA,655162,Pertenece,Nacido/a en Chile,No pobre
12,Mujer,64,Superior completa,Ocupado/a,300000,900000,No pertenece,Nacido/a en Chile,No pobre
14,Mujer,70,Sin educación formal,Inactivo/a,NA,348863,No pertenece,Nacido/a en Chile,Pobreza multidimensional
2,Mujer,33,Media completa,Inactivo/a,NA,290313,No pertenece,Nacido/a fuera de Chile,Pobreza multidimensional
5,Mujer,21,Superior incompleta,Inactivo/a,NA,580000,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,10,Básica incompleta,NA,NA,279444,No pertenece,Nacido/a fuera de Chile,No pobre
7,Hombre,23,Media incompleta,Ocupado/a,450000,450000,No pertenece,Nacido/a fuera de Chile,Pobreza multidimensional
7,Hombre,28,Media completa,Ocupado/a,700000,750000,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,62,Media completa,Ocupado/a,600000,513496,No pertenece,Nacido/a en Chile,No pobre
2,Hombre,8,Básica incompleta,NA,NA,168206,Pertenece,Nacido/a en Chile,Pobreza multidimensional
7,Mujer,67,Básica completa,Inactivo/a,NA,346544,No pertenece,Nacido/a en Chile,No pobre
7,Mujer,46,Superior completa,Ocupado/a,600000,471459,No pertenece,Nacido/a en Chile,No pobre
7,Mujer,58,Básica completa,Inactivo/a,NA,741500,No pertenece,Nacido/a en Chile,No pobre
1,Hombre,58,Media incompleta,Ocupado/a,300000,300000,No pertenece,Nacido/a fuera de Chile,Pobreza por ingresos
5,Hombre,21,Superior incompleta,Ocupado/a,350000,1071222,No pertenece,Nacido/a en Chile,No pobre
8,Mujer,4,Sin educación formal,NA,NA,175459,No pertenece,Nacido/a en Chile,Pobreza por ingresos
13,Hombre,11,Básica incompleta,NA,NA,348625,No pertenece,Nacido/a en Chile,Pobreza multidimensional
10,Mujer,12,Básica incompleta,NA,NA,174981,Pertenece,Nacido/a en Chile,Pobreza por ingresos
12,Hombre,25,Superior completa,Ocupado/a,900000,821000,No pertenece,Nacido/a en Chile,No pobre
4,Mujer,13,Básica completa,NA,NA,2000000,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,56,Superior completa,Ocupado/a,1700000,1950000,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,54,Superior completa,Ocupado/a,1200000,564249,No pertenece,Nacido/a en Chile,Pobreza multidimensional
13,Hombre,34,Media completa,Desocupado/a,NA,462625,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,51,Superior completa,Ocupado/a,1100000,914660,Pertenece,Nacido/a en Chile,No pobre
7,Hombre,83,Media incompleta,Ocupado/a,500000,944499,No pertenece,Nacido/a fuera de Chile,No pobre
13,Hombre,16,Media incompleta,Inactivo/a,NA,125000,No pertenece,Nacido/a fuera de Chile,Pobreza por ingresos
13,Hombre,51,Media completa,Ocupado/a,500000,855556,No pertenece,Nacido/a en Chile,No pobre
6,Mujer,74,Básica incompleta,Inactivo/a,NA,453999,No pertenece,Nacido/a en Chile,No pobre
14,Mujer,5,Sin educación formal,NA,NA,285896,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,67,Superior completa,Ocupado/a,1280000,4219087,No pertenece,NA,No pobre
16,Hombre,81,Básica incompleta,Inactivo/a,NA,229528,No pertenece,Nacido/a en Chile,Pobreza por ingresos
16,Hombre,72,Media incompleta,Inactivo/a,NA,248391,No pertenece,Nacido/a en Chile,Pobreza severa
13,Mujer,17,Media incompleta,Inactivo/a,NA,516667,No pertenece,Nacido/a fuera de Chile,No pobre
5,Hombre,5,Básica incompleta,NA,NA,175446,No pertenece,Nacido/a en Chile,Pobreza por ingresos
13,Hombre,47,Superior completa,Ocupado/a,1100000,293750,No pertenece,Nacido/a fuera de Chile,No pobre
2,Mujer,1,Sin educación formal,NA,NA,3255278,No pertenece,Nacido/a en Chile,No pobre
4,Hombre,27,Superior incompleta,Ocupado/a,500000,675000,No pertenece,Nacido/a en Chile,No pobre
14,Mujer,54,Media completa,Ocupado/a,500000,495643,Pertenece,Nacido/a en Chile,No pobre
16,Mujer,22,Media completa,Ocupado/a,800000,643997,No pertenece,Nacido/a en Chile,No pobre
4,Mujer,92,Básica incompleta,Inactivo/a,NA,566667,No pertenece,Nacido/a en Chile,Pobreza multidimensional
13,Mujer,69,Media incompleta,Inactivo/a,NA,1341250,No pertenece,Nacido/a en Chile,No pobre
8,Hombre,62,Básica incompleta,Inactivo/a,NA,686991,No pertenece,Nacido/a en Chile,Pobreza multidimensional
8,Mujer,48,Media completa,Ocupado/a,500000,137463,No pertenece,Nacido/a en Chile,Pobreza por ingresos
13,Hombre,47,Básica completa,Ocupado/a,750000,318750,No pertenece,Nacido/a en Chile,No pobre
1,Mujer,6,Sin educación formal,NA,NA,3243333,Pertenece,Nacido/a en Chile,No pobre
3,Mujer,33,Superior completa,Desocupado/a,NA,214000,Pertenece,Nacido/a en Chile,Pobreza por ingresos
7,Hombre,57,Básica incompleta,Ocupado/a,500000,502500,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,19,Superior incompleta,Inactivo/a,NA,425000,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,57,Superior completa,Ocupado/a,1500000,992500,No pertenece,Nacido/a fuera de Chile,No pobre
3,Hombre,23,Media completa,Ocupado/a,650000,284859,No pertenece,Nacido/a en Chile,No pobre
5,Hombre,65,Básica completa,Ocupado/a,500000,692864,No pertenece,Nacido/a en Chile,No pobre
6,Hombre,34,Media completa,Ocupado/a,500000,512269,No pertenece,Nacido/a en Chile,No pobre
14,Mujer,26,Superior incompleta,Ocupado/a,900000,815262,No pertenece,Nacido/a en Chile,Pobreza multidimensional
5,Mujer,54,Superior completa,Ocupado/a,175000,371000,No pertenece,Nacido/a fuera de Chile,Pobreza multidimensional
11,Hombre,57,Básica completa,Inactivo/a,NA,486912,Pertenece,Nacido/a en Chile,No pobre
1,Mujer,5,Sin educación formal,NA,NA,980565,Pertenece,Nacido/a en Chile,No pobre
2,Mujer,66,Superior completa,Inactivo/a,NA,795000,No pertenece,Nacido/a en Chile,No pobre
5,Hombre,40,Superior completa,Ocupado/a,1300000,2275000,No pertenece,Nacido/a en Chile,No pobre
3,Hombre,63,Superior incompleta,Ocupado/a,1200000,756250,No pertenece,Nacido/a en Chile,No pobre
8,Mujer,84,Básica incompleta,Inactivo/a,NA,479364,No pertenece,Nacido/a en Chile,No pobre
8,Hombre,60,Básica completa,Desocupado/a,NA,390000,No pertenece,Nacido/a en Chile,Pobreza multidimensional
6,Hombre,6,Sin educación formal,NA,NA,209098,No pertenece,Nacido/a en Chile,No pobre
1,Hombre,30,Superior completa,Ocupado/a,1900000,930000,Pertenece,Nacido/a en Chile,No pobre
14,Hombre,55,Media incompleta,Ocupado/a,150000,696303,No pertenece,Nacido/a en Chile,No pobre
11,Mujer,70,Media incompleta,Inactivo/a,NA,427776,Pertenece,Nacido/a en Chile,No pobre
13,Hombre,75,Media incompleta,Inactivo/a,NA,366932,No pertenece,Nacido/a en Chile,No pobre
5,Mujer,27,Media completa,Ocupado/a,630000,500689,No pertenece,Nacido/a en Chile,No pobre
10,Hombre,37,Media completa,Ocupado/a,800000,673526,No pertenece,Nacido/a en Chile,No pobre
14,Mujer,49,Básica completa,Ocupado/a,500000,317101,No pertenece,Nacido/a en Chile,No pobre
12,Mujer,45,Superior completa,Ocupado/a,300000,1303750,No pertenece,Nacido/a en Chile,No pobre
16,Hombre,16,Media incompleta,Inactivo/a,NA,638889,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,55,Básica completa,Inactivo/a,NA,452575,No pertenece,Nacido/a en Chile,No pobre
3,Hombre,54,Superior completa,Ocupado/a,2800000,2019959,No pertenece,Nacido/a en Chile,No pobre
2,Mujer,12,Básica incompleta,NA,NA,203358,No pertenece,Nacido/a en Chile,Pobreza por ingresos
13,Mujer,16,Media incompleta,Inactivo/a,NA,424482,No pertenece,Nacido/a en Chile,No pobre
9,Hombre,77,Básica completa,Inactivo/a,NA,339264,Pertenece,Nacido/a en Chile,No pobre
16,Mujer,1,Sin educación formal,NA,NA,268333,No pertenece,Nacido/a en Chile,Pobreza por ingresos
6,Hombre,41,Media completa,Ocupado/a,600000,278371,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,67,Superior completa,Inactivo/a,NA,285816,No pertenece,Nacido/a en Chile,No pobre
8,Mujer,71,Básica completa,Inactivo/a,NA,520596,No pertenece,Nacido/a en Chile,No pobre
8,Hombre,2,Sin educación formal,NA,NA,578125,No pertenece,Nacido/a en Chile,No pobre
4,Hombre,36,Media incompleta,Ocupado/a,300000,75000,No pertenece,Nacido/a fuera de Chile,Pobreza severa
15,Hombre,12,Básica incompleta,NA,NA,471243,No pertenece,Nacido/a en Chile,No pobre
12,Hombre,14,Básica completa,NA,NA,238167,No pertenece,Nacido/a fuera de Chile,Pobreza multidimensional
2,Hombre,40,Media completa,Ocupado/a,1300000,638056,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,30,Superior completa,Ocupado/a,1500000,1950000,No pertenece,Nacido/a en Chile,No pobre
9,Mujer,89,Básica incompleta,Inactivo/a,NA,367462,Pertenece,Nacido/a en Chile,Pobreza por ingresos
14,Hombre,66,Media incompleta,Inactivo/a,NA,312549,No pertenece,Nacido/a en Chile,Pobreza multidimensional
7,Mujer,19,Media completa,Inactivo/a,NA,355838,No pertenece,Nacido/a en Chile,No pobre
8,Mujer,22,Media completa,Inactivo/a,NA,961777,No pertenece,Nacido/a en Chile,No pobre
2,Hombre,68,Media incompleta,Desocupado/a,NA,383386,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,7,Básica incompleta,NA,NA,193122,No pertenece,Nacido/a en Chile,Pobreza por ingresos
7,Hombre,59,Básica incompleta,Ocupado/a,500000,550000,No pertenece,Nacido/a en Chile,NA
14,Mujer,61,Básica completa,Inactivo/a,NA,200000,Pertenece,Nacido/a en Chile,Pobreza por ingresos
13,Hombre,22,Superior completa,Ocupado/a,600000,823917,No pertenece,Nacido/a en Chile,No pobre
2,Mujer,59,Superior completa,Ocupado/a,1800000,1440417,No pertenece,Nacido/a en Chile,Pobreza multidimensional
13,Hombre,33,Superior completa,Ocupado/a,1000000,810000,No pertenece,Nacido/a en Chile,No pobre
8,Hombre,73,Básica incompleta,Inactivo/a,NA,233829,No pertenece,Nacido/a en Chile,No pobre
15,Hombre,15,Media incompleta,Inactivo/a,NA,550000,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,37,Media completa,Ocupado/a,800000,525000,No pertenece,Nacido/a fuera de Chile,No pobre
5,Mujer,30,Superior completa,Ocupado/a,1018721,1042883,No pertenece,Nacido/a en Chile,NA
15,Mujer,90,Media completa,Inactivo/a,NA,506077,No pertenece,Nacido/a en Chile,No pobre
3,Hombre,3,Sin educación formal,NA,NA,204167,No pertenece,Nacido/a en Chile,Pobreza por ingresos
2,Hombre,35,Superior completa,Ocupado/a,1800000,876667,No pertenece,Nacido/a en Chile,No pobre
5,Mujer,46,Media incompleta,Ocupado/a,500000,457081,No pertenece,Nacido/a en Chile,No pobre
5,Hombre,69,Media completa,Inactivo/a,NA,510000,No pertenece,Nacido/a en Chile,No pobre
1,Mujer,27,Superior completa,Ocupado/a,600000,476015,No pertenece,Nacido/a en Chile,Pobreza multidimensional
7,Mujer,44,Media completa,Ocupado/a,615000,422069,No pertenece,Nacido/a en Chile,No pobre
6,Hombre,31,Media completa,Ocupado/a,5000000,5500000,No pertenece,Nacido/a en Chile,No pobre
15,Hombre,66,Superior incompleta,Ocupado/a,650000,716871,No pertenece,Nacido/a en Chile,No pobre
4,Mujer,12,Básica incompleta,NA,NA,898125,No pertenece,Nacido/a en Chile,No pobre
10,Hombre,24,Superior incompleta,Ocupado/a,480000,750639,Pertenece,Nacido/a en Chile,No pobre
16,Mujer,58,Básica incompleta,Inactivo/a,NA,269915,No pertenece,Nacido/a en Chile,Pobreza multidimensional
1,Mujer,29,Superior completa,Ocupado/a,448000,433571,No pertenece,Nacido/a en Chile,Pobreza multidimensional
5,Mujer,19,Superior incompleta,Inactivo/a,NA,384790,No pertenece,Nacido/a en Chile,No pobre
8,Hombre,39,Media completa,Ocupado/a,650000,272129,No pertenece,Nacido/a en Chile,No pobre
15,Hombre,27,Media completa,Inactivo/a,NA,278574,No pertenece,Nacido/a en Chile,No pobre
6,Hombre,28,Media completa,Ocupado/a,700000,415763,No pertenece,Nacido/a en Chile,No pobre
5,Mujer,34,Media completa,Desocupado/a,NA,237500,No pertenece,Nacido/a fuera de Chile,No pobre
9,Hombre,22,Superior incompleta,Inactivo/a,NA,126121,Pertenece,Nacido/a en Chile,Pobreza por ingresos
8,Hombre,23,Superior incompleta,Desocupado/a,NA,203828,No pertenece,Nacido/a en Chile,Pobreza por ingresos
13,Hombre,72,Media incompleta,Inactivo/a,NA,625867,No pertenece,Nacido/a en Chile,No pobre
10,Hombre,59,Media incompleta,Ocupado/a,400000,600000,Pertenece,Nacido/a en Chile,No pobre
7,Hombre,35,Básica completa,Desocupado/a,NA,161009,No pertenece,Nacido/a en Chile,Pobreza por ingresos
4,Hombre,10,Básica incompleta,NA,NA,242212,No pertenece,Nacido/a en Chile,Pobreza multidimensional
9,Hombre,22,Media completa,Inactivo/a,NA,121432,No pertenece,Nacido/a en Chile,Pobreza severa
8,Hombre,38,Media completa,Ocupado/a,400000,755750,No pertenece,Nacido/a en Chile,No pobre
11,Hombre,68,Básica incompleta,Ocupado/a,360000,276472,No pertenece,Nacido/a en Chile,Pobreza multidimensional
3,Hombre,70,Media incompleta,Ocupado/a,400000,543799,No pertenece,Nacido/a en Chile,No pobre
3,Hombre,63,Media completa,Ocupado/a,900000,400000,No pertenece,Nacido/a en Chile,No pobre
8,Mujer,31,Superior completa,Desocupado/a,NA,267778,No pertenece,Nacido/a en Chile,Pobreza multidimensional
15,Hombre,33,Superior completa,Ocupado/a,500000,730311,Pertenece,Nacido/a fuera de Chile,No pobre
6,Mujer,63,Media completa,Ocupado/a,460000,601602,No pertenece,Nacido/a en Chile,No pobre
16,Hombre,16,Media incompleta,Inactivo/a,NA,183997,No pertenece,Nacido/a en Chile,Pobreza por ingresos
11,Mujer,88,Básica incompleta,Inactivo/a,NA,513416,No pertenece,Nacido/a en Chile,No pobre
3,Hombre,30,Media completa,Ocupado/a,500000,1526250,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,36,Media completa,Ocupado/a,500000,852500,No pertenece,Nacido/a en Chile,No pobre
5,Mujer,79,Básica incompleta,Inactivo/a,NA,387907,No pertenece,Nacido/a en Chile,No pobre
4,Hombre,52,Media completa,Ocupado/a,200000,222531,No pertenece,Nacido/a en Chile,Pobreza por ingresos
13,Hombre,62,Media completa,Ocupado/a,800000,434216,No pertenece,Nacido/a en Chile,No pobre
7,Mujer,57,Media completa,Inactivo/a,NA,350000,No pertenece,Nacido/a en Chile,Pobreza por ingresos
2,Mujer,36,Superior completa,Inactivo/a,NA,390625,No pertenece,Nacido/a en Chile,No pobre
7,Hombre,35,Media incompleta,Ocupado/a,NA,226051,No pertenece,Nacido/a en Chile,No pobre
1,Hombre,32,Media completa,Ocupado/a,500000,108497,No pertenece,Nacido/a fuera de Chile,Pobreza severa
13,Mujer,21,Media completa,Inactivo/a,NA,268725,No pertenece,Nacido/a en Chile,Pobreza severa
8,Hombre,32,Superior completa,Ocupado/a,1300000,1033333,No pertenece,Nacido/a en Chile,No pobre
1,Hombre,28,Superior incompleta,Ocupado/a,700000,475750,No pertenece,Nacido/a en Chile,Pobreza multidimensional
6,Hombre,53,Media completa,Ocupado/a,550000,671944,No pertenece,Nacido/a en Chile,No pobre
8,Hombre,49,Media incompleta,Ocupado/a,400000,181607,No pertenece,Nacido/a en Chile,Pobreza severa
5,Mujer,22,Superior incompleta,Inactivo/a,NA,395000,No pertenece,Nacido/a en Chile,No pobre
10,Hombre,62,Media incompleta,Desocupado/a,NA,945000,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,40,Superior completa,Ocupado/a,507000,507000,Pertenece,Nacido/a en Chile,No pobre
8,Mujer,10,Básica incompleta,NA,NA,174807,No pertenece,Nacido/a en Chile,Pobreza por ingresos
13,Mujer,54,Media completa,Ocupado/a,500000,607728,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,78,Básica incompleta,Inactivo/a,NA,331499,No pertenece,Nacido/a en Chile,Pobreza por ingresos
3,Mujer,6,Básica incompleta,NA,NA,233333,No pertenece,Nacido/a en Chile,No pobre
10,Hombre,15,Media incompleta,Inactivo/a,NA,158288,No pertenece,Nacido/a en Chile,Pobreza por ingresos
10,Mujer,47,Media completa,Ocupado/a,500000,562431,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,48,Superior completa,Ocupado/a,1000000,1059885,No pertenece,Nacido/a en Chile,No pobre
11,Mujer,53,Básica completa,Ocupado/a,350000,514343,Pertenece,Nacido/a en Chile,No pobre
13,Hombre,27,Superior incompleta,Ocupado/a,650000,744459,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,6,Sin educación formal,NA,NA,697476,Pertenece,Nacido/a en Chile,No pobre
1,Hombre,52,Media completa,Ocupado/a,1200000,450000,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,10,Básica incompleta,NA,NA,297213,Pertenece,Nacido/a en Chile,No pobre
5,Mujer,62,Media completa,Ocupado/a,400000,784722,No pertenece,Nacido/a en Chile,No pobre
3,Mujer,12,Básica incompleta,NA,NA,912500,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,65,Media completa,Inactivo/a,NA,449210,No pertenece,Nacido/a en Chile,No pobre
10,Hombre,69,Superior completa,Inactivo/a,NA,1225000,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,62,Media completa,Inactivo/a,NA,285590,No pertenece,Nacido/a en Chile,No pobre
7,Hombre,10,Básica incompleta,NA,NA,349268,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,61,Media completa,Inactivo/a,NA,296469,No pertenece,Nacido/a en Chile,No pobre
14,Mujer,55,Básica completa,Ocupado/a,200000,699750,No pertenece,Nacido/a en Chile,No pobre
4,Hombre,51,Básica completa,Ocupado/a,350000,274825,Pertenece,Nacido/a en Chile,No pobre
9,Hombre,54,Básica completa,Ocupado/a,350000,338996,No pertenece,Nacido/a en Chile,NA
4,Mujer,26,Media completa,Inactivo/a,NA,216992,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,64,Superior completa,Inactivo/a,NA,2829444,No pertenece,Nacido/a en Chile,No pobre
14,Hombre,30,Superior completa,Ocupado/a,30000,434308,No pertenece,Nacido/a en Chile,No pobre
8,Hombre,38,Superior completa,Ocupado/a,1000000,337500,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,22,Superior incompleta,Inactivo/a,NA,2141154,No pertenece,Nacido/a en Chile,No pobre
2,Hombre,41,Superior incompleta,Ocupado/a,620000,240667,No pertenece,Nacido/a fuera de Chile,Pobreza multidimensional
10,Hombre,22,Superior incompleta,Inactivo/a,NA,571065,No pertenece,Nacido/a en Chile,No pobre
8,Mujer,42,Superior completa,Ocupado/a,1500000,1196709,No pertenece,Nacido/a en Chile,No pobre
5,Mujer,68,Superior completa,Ocupado/a,260000,836250,No pertenece,Nacido/a en Chile,No pobre
7,Hombre,83,Media incompleta,Inactivo/a,NA,314000,No pertenece,Nacido/a en Chile,No pobre
4,Hombre,58,Superior completa,Ocupado/a,3000000,4104166,No pertenece,Nacido/a en Chile,No pobre
5,Mujer,17,Media incompleta,Inactivo/a,NA,291136,No pertenece,Nacido/a en Chile,No pobre
7,Mujer,58,Media completa,Ocupado/a,200000,452588,No pertenece,Nacido/a en Chile,Pobreza por ingresos
4,Hombre,35,Superior completa,Ocupado/a,1300000,523732,No pertenece,Nacido/a en Chile,No pobre
2,Hombre,48,Sin educación formal,Ocupado/a,500000,603099,No pertenece,Nacido/a en Chile,No pobre
3,Mujer,55,Media incompleta,Ocupado/a,150000,342637,No pertenece,Nacido/a en Chile,No pobre
10,Hombre,37,Media completa,Ocupado/a,800000,505054,Pertenece,Nacido/a en Chile,NA
13,Mujer,14,Básica completa,NA,NA,433333,No pertenece,Nacido/a en Chile,No pobre
3,Mujer,8,Básica incompleta,NA,NA,516655,Pertenece,Nacido/a en Chile,No pobre
8,Mujer,47,Básica completa,Ocupado/a,450000,640417,No pertenece,Nacido/a en Chile,No pobre
