region,area,sexo,edad,ecivil,educc,e3,activ,o15,o10,o19,yoprcor,ypchtotcor,pobreza_severa,pueblos_indigenas,lugar_nac
13,2,1,54,2,2,2,1,5,35,3,500000,303495,4,0,0
14,1,2,26,8,6,2,1,5,30,1,657000,675528,4,0,0
5,1,1,19,8,5,1,3,NA,NA,NA,NA,423855,4,0,0
5,1,2,69,1,2,2,3,NA,NA,NA,NA,167443,2,0,0
13,1,2,18,8,5,1,2,NA,NA,NA,NA,636698,3,0,0
13,1,1,51,8,5,2,2,NA,NA,NA,NA,197521,2,0,0
12,1,2,41,1,6,2,1,2,32,NA,100000,1946332,4,0,0
6,1,2,66,7,4,1,2,NA,NA,NA,NA,361991,1,0,1
13,1,1,57,6,3,2,1,2,40,NA,700000,1000000,4,0,0
4,2,2,2,NA,0,2,NA,NA,NA,NA,NA,207213,4,0,0
13,1,1,35,2,6,2,1,5,44,1,3500000,3514584,4,0,0
13,1,1,34,2,6,1,2,NA,NA,NA,NA,322917,4,0,0
9,1,2,0,NA,0,2,NA,NA,NA,NA,NA,1883333,4,1,0
13,1,1,48,1,4,2,2,NA,NA,NA,NA,166667,2,0,0
12,1,1,25,8,3,2,1,2,44,NA,400000,254662,3,1,0
13,1,2,53,1,6,2,1,2,16,NA,NA,547185,4,0,0
13,1,1,46,1,6,2,1,2,44,NA,500000,672000,4,0,0
10,1,1,40,2,6,2,1,5,60,1,1500000,722762,4,0,0
16,1,1,62,1,4,2,1,5,44,1,1000000,720875,4,0,0
9,1,1,29,8,0,2,3,NA,NA,NA,NA,1366667,4,0,0
7,2,1,51,2,2,2,1,5,48,1,500000,750000,4,0,0
16,2,1,64,8,1,2,3,NA,NA,NA,NA,314296,NA,0,0
13,1,2,50,1,5,2,1,5,44,1,600000,890028,NA,0,0
13,1,2,36,2,1,2,1,3,20,1,250000,250000,2,0,1
1,1,1,1,NA,0,2,NA,NA,NA,NA,NA,330956,4,1,0
5,2,2,12,NA,1,1,NA,NA,NA,NA,NA,308333,4,0,0
1,1,1,41,1,6,2,1,3,44,1,2400000,806667,4,1,0
9,1,1,50,1,2,2,1,5,44,1,560000,305167,4,0,0
9,1,1,56,1,3,2,1,5,44,3,500000,236667,NA,0,0
4,1,2,14,8,3,1,NA,NA,NA,NA,NA,295000,4,0,0
3,1,1,47,2,4,2,1,5,48,1,950000,347917,4,0,0
3,1,2,59,2,0,2,2,NA,NA,NA,NA,359167,NA,0,0
1,1,1,61,1,4,2,1,5,44,1,1500000,1025000,3,1,0
13,1,1,76,7,3,2,3,NA,NA,NA,NA,360506,4,0,0
14,2,1,60,8,1,2,3,NA,NA,NA,NA,385000,1,1,0
14,1,2,13,NA,1,1,NA,NA,NA,NA,NA,522063,4,1,0
5,1,1,32,2,5,2,1,5,45,3,400000,200000,2,0,1
5,1,1,62,1,4,2,2,NA,NA,NA,NA,479167,4,0,0
5,2,2,9,NA,1,2,NA,NA,NA,NA,NA,450000,4,1,0
10,1,2,48,6,6,2,1,3,44,1,850000,1189375,4,0,0
12,2,2,16,8,3,1,3,NA,NA,NA,NA,326608,4,0,0
13,1,2,15,8,3,1,3,NA,NA,NA,NA,153848,1,0,0
16,1,2,15,8,3,1,3,NA,NA,NA,NA,148723,1,0,0
5,1,1,40,2,4,2,1,5,40,1,850000,270000,4,0,0
7,2,1,22,8,1,2,3,NA,NA,NA,NA,193255,4,0,0
6,1,2,40,2,6,2,1,3,44,1,3000000,2141250,4,0,0
8,1,2,19,8,4,2,1,2,9,NA,200000,477500,4,0,0
6,1,1,46,1,6,2,1,4,44,1,4000000,1600833,4,0,0
5,2,2,0,NA,0,2,NA,NA,NA,NA,NA,277012,3,0,0
9,2,2,81,8,1,2,3,NA,NA,NA,NA,274330,4,1,0
12,1,2,49,8,6,2,1,3,40,1,600000,1053500,4,0,1
13,1,1,46,6,6,2,1,5,42,1,1000000,955000,4,0,0
2,1,2,20,8,5,1,3,NA,NA,NA,NA,298333,4,0,0
4,1,1,34,8,6,2,1,2,54,NA,300000,350000,2,0,0
5,1,2,50,1,6,2,2,NA,NA,NA,NA,706667,4,0,0
12,1,2,39,8,4,2,1,3,40,1,690000,515556,3,0,0
6,1,1,35,2,6,2,1,3,44,1,500000,611667,4,0,0
7,1,1,73,1,3,2,3,NA,NA,NA,NA,603297,4,0,0
4,1,1,23,8,5,1,3,NA,NA,NA,NA,295647,4,0,0
9,1,1,69,1,6,2,1,2,12,NA,500000,788293,4,0,0
1,1,1,13,NA,1,1,NA,NA,NA,NA,NA,362607,4,0,1
5,1,1,30,2,6,2,1,3,45,1,1000000,825000,4,0,0
4,1,2,43,1,6,2,1,4,44,1,2300000,1472292,4,0,0
12,1,1,57,5,6,2,1,8,44,1,1500000,755417,4,0,0
9,1,2,70,8,3,2,3,NA,NA,NA,NA,326029,4,0,0
12,1,2,17,8,3,1,3,NA,NA,NA,NA,359707,3,0,0
5,1,1,6,NA,0,1,NA,NA,NA,NA,NA,395858,4,0,0
7,1,2,80,1,0,2,3,NA,NA,NA,NA,483250,4,0,0
6,2,2,21,8,4,2,2,NA,NA,NA,NA,252084,2,0,1
12,1,1,17,8,3,2,3,NA,NA,NA,NA,422484,4,1,0
7,2,2,12,NA,1,1,NA,NA,NA,NA,NA,586167,4,0,0
8,1,1,25,8,4,2,1,5,44,1,420000,445398,4,0,0
13,1,1,80,7,4,2,1,3,20,1,450000,456831,4,0,0
13,2,1,37,2,4,2,1,2,45,NA,400000,230701,3,0,0
3,1,1,53,8,4,2,1,2,24,NA,300000,650000,3,1,0
16,1,2,56,1,3,2,1,5,25,1,300000,414415,4,0,0
8,2,2,43,1,3,2,3,NA,NA,NA,NA,295262,4,0,0
5,1,2,51,1,6,2,2,NA,NA,NA,NA,1195000,4,0,0
6,1,2,18,8,4,1,3,NA,NA,NA,NA,312124,4,0,0
1,1,2,90,7,0,2,3,NA,NA,NA,NA,112577,1,1,1
13,1,2,43,1,4,2,3,NA,NA,NA,NA,365551,3,0,0
4,2,1,68,1,1,2,3,NA,NA,NA,NA,461824,4,0,0
12,1,1,37,2,3,2,1,5,44,1,580000,327667,4,0,1
13,1,2,63,1,2,2,3,NA,NA,NA,NA,301287,3,0,0
7,1,2,66,8,4,2,3,NA,NA,NA,NA,482795,2,0,0
6,1,2,54,8,2,2,3,NA,NA,NA,NA,450000,2,1,0
13,1,1,30,8,6,2,3,NA,NA,NA,NA,316667,4,0,0
13,1,2,17,8,3,1,3,NA,NA,NA,NA,252083,3,1,0
1,1,2,59,8,6,2,3,NA,NA,NA,NA,633731,3,0,0
2,1,2,9,NA,1,1,NA,NA,NA,NA,NA,500000,4,0,0
7,1,1,67,5,2,2,3,NA,NA,NA,NA,508031,4,0,0
5,1,1,13,NA,2,1,NA,NA,NA,NA,NA,671833,NA,0,0
5,1,2,61,1,4,2,3,NA,NA,NA,NA,633334,4,0,0
13,1,1,1,NA,0,2,NA,NA,NA,NA,NA,333333,4,0,0
9,1,2,72,2,6,2,1,5,20,1,400000,822099,4,1,0
12,1,1,42,2,6,2,1,5,44,1,1200000,706376,4,0,0
10,1,2,3,NA,0,2,NA,NA,NA,NA,NA,611745,4,0,0
8,1,2,89,5,1,2,3,NA,NA,NA,NA,906499,4,0,0
8,1,1,10,NA,1,1,NA,NA,NA,NA,NA,547728,4,0,0
4,2,2,10,NA,1,1,NA,NA,NA,NA,NA,125114,2,0,0
9,2,2,38,8,4,2,1,2,30,NA,100000,111254,2,1,0
13,1,2,13,NA,1,1,NA,NA,NA,NA,NA,200000,2,0,0
4,2,2,60,1,1,2,3,NA,NA,NA,NA,327084,4,0,0
11,1,1,13,NA,2,1,NA,NA,NA,NA,NA,128778,1,1,0
16,1,2,29,2,6,2,1,3,45,1,1200000,1517084,4,0,0
14,2,1,68,1,0,2,3,NA,NA,NA,NA,304544,1,0,0
8,1,1,43,8,4,2,1,5,44,1,600000,248715,3,0,0
4,1,1,62,6,6,2,1,1,72,NA,2000000,3141667,4,0,0
10,1,1,55,2,4,2,1,2,40,NA,400000,335572,4,1,0
9,1,1,86,1,1,2,3,NA,NA,NA,NA,419649,4,0,0
13,1,2,7,NA,1,1,NA,NA,NA,NA,NA,238099,3,0,0
1,1,2,47,8,2,2,1,2,44,NA,400000,400000,4,0,1
14,1,2,65,8,6,2,3,NA,NA,NA,NA,1026250,4,0,1
9,2,1,82,1,1,2,3,NA,NA,NA,NA,364148,4,0,0
5,1,1,38,1,5,1,1,8,44,1,1000000,916667,4,0,0
3,1,1,70,2,4,2,1,1,45,NA,1000000,1115000,4,0,0
13,1,1,38,2,6,2,3,NA,NA,NA,NA,1250000,4,0,0
13,1,2,66,7,1,2,3,NA,NA,NA,NA,319526,4,0,0
5,1,1,13,NA,2,1,NA,NA,NA,NA,NA,661667,4,0,0
12,1,2,65,1,6,2,1,2,54,NA,NA,172057,2,0,0
5,1,1,36,8,1,2,2,NA,NA,NA,NA,248265,1,0,0
2,1,2,1,NA,0,2,NA,NA,NA,NA,NA,275415,4,0,0
8,1,2,67,7,1,2,3,NA,NA,NA,NA,198671,4,0,0
1,1,2,43,8,3,2,1,2,44,NA,200000,87500,1,0,1
16,2,2,93,7,1,2,3,NA,NA,NA,NA,689472,3,0,0
12,1,2,21,8,5,1,3,NA,NA,NA,NA,1509722,4,0,0
9,1,1,0,NA,0,2,NA,NA,NA,NA,NA,375000,4,0,0
13,1,2,4,NA,0,1,NA,NA,NA,NA,NA,800417,4,0,0
8,1,1,47,2,4,2,1,2,45,NA,1200000,470000,4,0,0
13,1,1,15,8,3,1,3,NA,NA,NA,NA,638125,4,0,0
7,1,1,74,1,3,2,3,NA,NA,NA,NA,286499,2,0,0
13,1,1,76,2,3,2,3,NA,NA,NA,NA,446019,4,0,-88
14,2,2,60,6,2,2,3,NA,NA,NA,NA,310000,2,0,0
8,1,1,18,8,4,1,3,NA,NA,NA,NA,368303,4,0,0
6,2,2,61,1,1,2,3,NA,NA,NA,NA,453371,4,0,0
7,1,2,23,8,5,1,2,NA,NA,NA,NA,489683,4,0,0
6,2,2,75,7,4,2,1,3,40,1,570000,701958,3,0,0
13,1,1,67,1,3,2,1,5,44,1,500000,274189,4,0,0
2,1,1,44,1,6,2,1,5,84,1,800000,342255,4,1,1
5,1,1,3,NA,0,1,NA,NA,NA,NA,NA,2543111,4,0,0
1,1,2,70,8,4,2,3,NA,NA,NA,NA,481648,4,0,0
7,1,1,14,8,2,1,NA,NA,NA,NA,NA,161111,2,0,0
9,1,2,50,8,4,2,1,3,44,1,394000,134766,2,0,0
13,1,2,31,2,6,2,1,3,44,1,640000,540274,4,0,0
5,1,2,56,1,6,2,3,NA,NA,NA,NA,1650000,4,0,0
5,2,1,60,1,4,2,1,5,84,1,700000,608334,4,0,0
15,1,2,10,NA,1,1,NA,NA,NA,NA,NA,2087500,4,0,0
9,1,2,10,NA,1,1,NA,NA,NA,NA,NA,200000,NA,0,0
3,2,2,3,NA,0,1,NA,NA,NA,NA,NA,185667,2,1,0
9,1,1,11,NA,1,1,NA,NA,NA,NA,NA,286905,4,0,0
13,1,1,53,5,1,2,1,2,75,NA,500000,289519,3,0,0
9,1,2,61,1,4,2,3,NA,NA,NA,NA,294824,4,0,0
4,1,1,18,8,5,1,3,NA,NA,NA,NA,268030,4,0,0
7,2,2,5,NA,0,1,NA,NA,NA,NA,NA,213028,2,0,0
13,1,2,96,7,4,2,3,NA,NA,NA,NA,1400000,4,0,0
15,1,2,32,8,6,2,1,5,44,1,500000,154571,2,0,0
15,1,2,78,7,2,2,3,NA,NA,NA,NA,159328,1,0,0
3,1,2,68,6,5,2,3,NA,NA,NA,NA,296099,4,0,0
12,1,2,78,1,1,2,3,NA,NA,NA,NA,378440,4,0,0
15,1,1,27,8,5,1,3,NA,NA,NA,NA,411295,4,1,0
3,1,2,63,1,2,2,3,NA,NA,NA,NA,451389,4,0,0
8,1,2,8,NA,1,1,NA,NA,NA,NA,NA,495476,4,0,0
8,1,2,62,5,4,2,1,2,1,NA,62000,181000,2,0,0
2,1,1,25,2,4,2,1,5,84,2,500000,173333,NA,0,0
8,2,2,57,1,1,2,3,NA,NA,NA,NA,567500,4,0,0
13,1,2,25,2,5,2,1,5,48,1,NA,344988,4,0,0
1,2,1,23,8,1,2,2,NA,NA,NA,NA,664986,3,1,1
16,1,2,26,8,0,2,1,5,6,3,100000,425456,3,0,0
14,2,2,51,6,4,2,3,NA,NA,NA,NA,197862,2,0,0
1,1,2,4,NA,0,1,NA,NA,NA,NA,NA,224977,2,1,0
9,1,2,47,8,6,2,3,NA,NA,NA,NA,606667,4,0,0
10,1,2,74,8,6,2,1,3,35,1,650000,1094459,4,0,0
10,2,1,14,8,2,1,NA,NA,NA,NA,NA,236165,3,0,0
13,1,2,58,1,4,2,3,NA,NA,NA,NA,1500000,4,0,0
5,1,2,14,8,3,1,NA,NA,NA,NA,NA,60000,2,0,0
7,1,2,46,6,4,2,3,NA,NA,NA,NA,156751,1,0,0
13,1,2,35,2,5,2,2,NA,NA,NA,NA,271333,4,0,1
6,2,2,74,1,6,2,3,NA,NA,NA,NA,707000,4,0,0
9,1,1,15,8,3,1,3,NA,NA,NA,NA,277677,4,0,0
15,1,1,48,6,4,2,1,5,40,3,650000,537500,4,0,0
16,2,1,69,1,6,2,2,NA,NA,NA,NA,762310,3,0,0
8,1,2,50,1,3,2,3,NA,NA,NA,NA,248333,4,0,0
6,2,2,65,1,3,2,3,NA,NA,NA,NA,481432,4,0,0
13,1,1,50,2,2,2,1,5,45,3,350000,301427,3,0,0
16,2,1,30,8,5,1,3,NA,NA,NA,NA,377084,4,0,0
15,1,1,50,2,4,2,1,5,44,1,450000,218825,2,1,0
3,1,2,25,8,6,2,2,NA,NA,NA,NA,1666667,4,0,0
7,2,2,63,7,1,2,3,NA,NA,NA,NA,367000,2,0,0
5,1,1,14,8,3,1,NA,NA,NA,NA,NA,465667,4,0,0
8,1,2,63,1,2,2,3,NA,NA,NA,NA,366932,4,0,0
7,2,1,16,8,3,1,3,NA,NA,NA,NA,284259,3,0,0
2,1,2,44,1,4,2,3,NA,NA,NA,NA,473333,4,1,0
2,1,1,58,6,4,2,3,NA,NA,NA,NA,310250,1,0,0
3,1,2,28,2,2,2,3,NA,NA,NA,NA,72326,2,0,0
13,1,2,8,NA,1,1,NA,NA,NA,NA,NA,1920000,4,0,0
13,1,1,19,8,3,1,3,NA,NA,NA,NA,369500,4,0,0
7,1,2,32,2,6,2,1,4,40,1,1500000,1300000,4,0,0
8,1,1,76,7,1,2,3,NA,NA,NA,NA,110398,2,0,0
4,1,2,61,8,4,2,1,3,44,1,680000,1085000,4,0,0
4,2,1,29,8,4,2,1,4,84,1,800000,414000,4,0,0
1,1,1,40,1,4,2,1,5,20,1,250000,322280,3,0,0
8,1,2,24,8,6,2,1,3,12,1,200000,525000,4,0,0
13,1,1,59,2,5,2,1,5,45,1,4000000,3265000,4,0,0
6,2,2,20,8,5,1,3,NA,NA,NA,NA,271468,4,0,0
1,1,2,65,1,2,2,3,NA,NA,NA,NA,938602,4,0,0
13,1,1,53,2,6,2,1,2,40,NA,1000000,1061164,NA,1,0
13,1,2,25,8,6,2,1,5,43,1,520000,741333,4,0,0
16,1,1,22,8,4,2,2,NA,NA,NA,NA,525000,4,0,0
2,1,1,62,1,3,2,1,5,45,2,450000,473918,4,0,0
13,1,1,32,8,6,2,1,5,40,1,1400000,829167,4,0,0
1,1,1,65,8,5,2,1,2,32,NA,200000,384726,4,0,0
7,1,1,14,8,2,1,NA,NA,NA,NA,NA,50000,2,0,0
4,1,2,23,8,6,2,2,NA,NA,NA,NA,173748,1,0,0
12,1,1,35,8,6,2,1,5,44,1,1400000,1556250,4,0,0
5,1,2,24,8,6,2,2,NA,NA,NA,NA,226250,2,1,0
3,1,1,58,1,6,2,1,4,44,3,2000000,1137679,4,0,0
8,1,2,41,5,4,2,1,5,35,3,400000,273101,4,0,0
3,1,1,58,8,6,2,1,5,34,3,160000,1316667,4,0,0
8,1,2,47,1,4,2,3,NA,NA,NA,NA,202607,2,0,0
8,1,1,12,NA,1,1,NA,NA,NA,NA,NA,330124,4,0,0
9,1,1,39,2,6,2,1,2,15,NA,150000,250000,NA,0,0
4,1,2,71,1,2,2,3,NA,NA,NA,NA,492654,4,0,0
13,1,2,68,1,3,2,1,7,44,3,500000,907148,4,0,0
13,1,2,23,8,6,2,1,5,44,1,600000,610664,4,0,0
4,1,2,81,7,2,2,3,NA,NA,NA,NA,538713,4,0,0
2,1,1,21,8,4,2,1,5,40,3,1000000,714286,4,0,0
15,1,2,52,6,4,2,1,5,44,1,550000,401688,3,0,0
8,1,1,56,1,4,2,1,5,44,1,800000,325383,4,0,0
3,1,2,67,8,4,2,1,5,37,1,450000,1014296,NA,1,0
7,1,2,74,1,1,2,3,NA,NA,NA,NA,314996,4,0,0
7,2,1,30,8,5,2,2,NA,NA,NA,NA,408200,4,0,0
16,1,1,12,NA,1,1,NA,NA,NA,NA,NA,202481,3,0,0
9,1,2,39,6,6,2,1,3,44,1,490000,352330,4,0,0
6,2,2,18,8,5,1,3,NA,NA,NA,NA,72500,1,0,0
13,1,2,44,7,4,2,1,3,44,1,436000,161956,1,0,1
13,1,1,45,1,4,2,1,5,45,3,1100000,895095,4,0,0
5,1,2,33,2,6,2,1,3,44,1,510000,688526,4,0,0
5,1,1,39,2,3,2,1,2,44,NA,500000,392696,4,0,0
13,1,1,50,2,5,2,1,2,20,NA,500000,1090417,4,0,0
8,2,1,69,1,3,2,1,2,70,NA,200000,284611,4,1,0
9,1,2,66,8,6,2,1,3,44,1,1800000,2997333,4,0,0
5,1,2,33,8,6,1,1,5,44,1,700000,700000,4,0,0
13,1,1,7,NA,1,1,NA,NA,NA,NA,NA,227367,3,0,0
16,1,2,48,1,4,2,1,5,45,1,500000,375000,4,0,0
10,1,2,62,6,4,2,1,5,45,1,500000,1000000,4,0,0
4,1,2,21,8,5,1,3,NA,NA,NA,NA,261161,4,0,0
6,1,2,78,7,1,2,3,NA,NA,NA,NA,523237,2,0,0
13,1,1,39,2,5,2,1,5,44,1,700000,337480,4,1,0
7,1,2,32,2,6,2,1,5,44,1,500000,525000,4,0,0
2,1,1,6,NA,1,1,NA,NA,NA,NA,NA,543750,4,0,0
8,1,2,72,1,1,2,3,NA,NA,NA,NA,610398,4,0,0
16,1,2,30,2,6,2,1,5,78,1,680000,755000,4,1,0
2,1,1,41,1,5,2,1,5,45,1,2400000,712500,4,0,0
7,2,2,66,1,1,2,3,NA,NA,NA,NA,322543,4,0,0
8,2,1,18,8,3,1,3,NA,NA,NA,NA,227384,4,1,0
6,2,1,22,8,4,2,1,5,44,1,600000,499957,3,0,0
9,1,2,75,1,0,2,3,NA,NA,NA,NA,420795,4,0,0
15,1,2,68,1,4,2,3,NA,NA,NA,NA,322229,4,0,0
3,1,1,50,2,1,2,1,5,45,1,600000,224345,2,0,0
7,1,1,71,1,3,2,3,NA,NA,NA,NA,316874,4,0,0
2,1,2,60,1,2,2,3,NA,NA,NA,NA,198478,3,0,0
11,2,2,17,8,4,1,3,NA,NA,NA,NA,358357,4,1,0
8,1,1,59,1,4,2,1,5,50,1,1100000,483888,4,0,0
8,2,2,82,7,4,2,3,NA,NA,NA,NA,1034000,4,0,0
13,1,1,50,8,6,2,1,5,44,1,800000,750000,3,0,0
8,1,1,27,8,6,2,2,NA,NA,NA,NA,213805,3,0,0
3,1,1,70,1,2,2,3,NA,NA,NA,NA,746667,4,0,0
13,1,2,43,8,5,1,1,2,5,NA,130000,838095,4,0,0
13,1,2,19,8,4,2,1,5,44,1,600000,488610,4,1,0
4,1,2,45,2,1,2,3,NA,NA,NA,NA,324279,3,0,0
8,1,2,40,8,4,2,1,4,45,1,540000,306402,4,0,0
10,1,1,1,NA,0,1,NA,NA,NA,NA,NA,500000,4,0,0
5,2,1,44,2,3,2,1,5,30,3,80000,208574,2,0,0
4,2,1,46,2,4,2,1,5,48,3,800000,423598,4,0,0
13,1,2,34,8,6,2,1,5,45,1,1800000,3000000,4,0,0
13,1,2,12,NA,1,1,NA,NA,NA,NA,NA,184992,3,0,0
13,1,1,59,1,4,2,1,5,45,1,500000,465214,4,0,0
13,1,1,36,2,6,2,1,5,50,3,700000,249017,4,0,0
13,2,1,68,1,0,2,3,NA,NA,NA,NA,419594,4,0,0
7,1,2,38,1,4,2,1,5,50,1,850000,473889,4,0,0
13,1,2,29,2,6,2,1,3,45,1,600000,494250,4,0,0
3,1,1,20,8,5,2,3,NA,NA,NA,NA,275000,2,0,0
15,1,2,25,8,6,2,3,NA,NA,NA,NA,194071,2,1,0
12,1,2,46,1,6,2,1,5,44,1,2000000,1304312,4,0,0
7,1,1,57,1,4,2,1,5,60,1,1000000,557639,4,0,0
6,2,1,25,8,5,2,1,1,44,NA,200000,753611,4,0,0
1,1,1,21,8,5,1,1,2,54,NA,250000,142811,1,0,1
8,2,2,72,7,1,2,3,NA,NA,NA,NA,487346,4,0,0
13,1,2,64,8,6,2,3,NA,NA,NA,NA,1200000,4,0,0
5,2,2,3,NA,0,2,NA,NA,NA,NA,NA,242891,3,0,0
9,2,2,33,2,2,2,3,NA,NA,NA,NA,201563,1,0,0
14,2,1,70,1,1,2,3,NA,NA,NA,NA,245795,2,0,0
8,1,2,24,8,5,1,3,NA,NA,NA,NA,380000,4,0,0
16,1,2,32,2,6,2,1,3,44,1,850000,538520,4,0,0
5,2,2,62,2,3,2,3,NA,NA,NA,NA,412144,2,0,0
15,1,1,49,2,4,2,1,5,44,1,900000,775116,4,0,0
2,1,1,74,2,4,2,1,5,45,1,800000,907148,4,0,0
2,1,1,55,2,3,2,1,2,60,NA,500000,731040,4,0,0
13,1,1,63,5,2,2,1,5,44,1,800000,1163334,4,0,0
11,1,1,48,8,6,2,1,3,44,1,900000,1620000,4,0,0
9,1,1,20,8,5,1,3,NA,NA,NA,NA,290083,3,1,0
8,1,2,56,8,4,2,1,5,44,2,250000,87679,2,0,0
4,1,2,52,1,4,2,1,5,44,1,700000,1100000,4,0,0
5,2,1,30,8,4,2,1,5,44,1,700000,521237,4,0,0
10,1,2,36,2,6,2,1,5,44,1,650000,532209,4,0,0
3,1,1,50,1,2,2,1,2,54,NA,1000000,361762,4,0,0
5,1,2,19,8,5,1,1,5,36,1,200000,571267,4,0,0
9,2,1,65,2,4,2,3,NA,NA,NA,NA,124333,2,1,0
13,1,2,49,1,1,2,1,7,24,3,280000,245000,1,0,0
5,1,2,32,1,6,2,1,3,43,1,1040000,772806,4,0,0
10,1,2,32,2,5,2,3,NA,NA,NA,NA,412798,4,0,0
3,1,2,12,NA,1,1,NA,NA,NA,NA,NA,192159,2,0,0
13,1,1,42,2,6,2,1,5,44,1,1150000,1008278,4,0,0
14,1,1,18,8,4,1,3,NA,NA,NA,NA,341781,4,0,0
10,2,2,4,NA,0,2,NA,NA,NA,NA,NA,301519,3,0,0
8,1,2,55,6,6,2,1,5,48,1,1600000,1063815,4,0,0
8,1,2,13,NA,2,1,NA,NA,NA,NA,NA,386563,4,0,0
13,1,1,48,8,4,2,1,2,2,NA,15000,285917,2,0,0
13,1,2,80,7,1,2,3,NA,NA,NA,NA,820795,4,0,0
2,1,1,1,NA,0,2,NA,NA,NA,NA,NA,204000,1,0,0
13,1,2,27,8,5,1,3,NA,NA,NA,NA,315547,2,0,0
12,1,1,76,1,2,2,3,NA,NA,NA,NA,531750,4,0,0
5,1,2,73,5,1,2,3,NA,NA,NA,NA,533795,2,0,0
8,1,1,32,1,6,2,1,5,40,1,1000000,571111,4,0,1
2,1,1,12,NA,1,1,NA,NA,NA,NA,NA,1150333,4,0,0
9,1,2,13,NA,1,1,NA,NA,NA,NA,NA,489167,4,0,0
10,2,2,6,NA,0,1,NA,NA,NA,NA,NA,172288,2,0,0
6,2,1,1,NA,0,2,NA,NA,NA,NA,NA,359816,4,0,0
15,1,1,35,2,6,2,1,2,40,NA,NA,1911111,4,0,0
7,2,1,19,8,5,1,1,5,45,1,250000,312021,4,0,0
5,1,1,74,1,2,2,3,NA,NA,NA,NA,402555,4,0,0
5,1,1,24,8,5,1,3,NA,NA,NA,NA,95853,1,0,0
15,1,2,33,8,6,2,1,3,44,1,1200000,1231611,4,0,0
2,1,1,14,8,2,1,NA,NA,NA,NA,NA,423708,4,0,0
2,1,1,11,NA,1,1,NA,NA,NA,NA,NA,1070000,4,0,0
13,1,1,29,2,6,2,1,5,40,1,700000,805417,4,0,0
7,1,1,45,2,3,2,1,3,44,1,800000,471559,4,0,0
16,2,2,44,2,3,2,3,NA,NA,NA,NA,346042,4,0,0
1,1,2,22,8,5,1,3,NA,NA,NA,NA,487500,3,0,0
13,1,2,30,2,5,2,1,5,43,3,500000,542667,4,0,1
10,2,2,78,1,1,2,3,NA,NA,NA,NA,523282,4,0,0
2,2,2,13,NA,1,1,NA,NA,NA,NA,NA,151042,3,0,1
1,1,1,11,NA,1,1,NA,NA,NA,NA,NA,384111,4,1,0
4,2,2,77,8,3,2,3,NA,NA,NA,NA,373250,4,0,0
12,1,1,56,6,4,2,1,2,42,NA,1000000,1000917,4,0,0
5,2,1,7,NA,1,1,NA,NA,NA,NA,NA,291136,4,0,0
7,1,1,27,8,5,2,1,2,30,NA,250000,283333,3,0,0
6,1,2,31,8,4,2,3,NA,NA,NA,NA,140000,2,0,1
15,1,1,38,8,4,2,1,2,-88,NA,1000000,853739,4,1,0
8,1,2,21,8,5,1,3,NA,NA,NA,NA,1066667,4,0,0
7,1,1,13,NA,2,1,NA,NA,NA,NA,NA,281340,3,1,0
5,1,1,63,5,3,2,1,5,45,1,800000,1258333,4,0,0
1,1,2,25,8,2,2,1,2,20,NA,300000,363542,3,0,0
14,1,2,54,5,2,2,1,7,15,3,150000,305914,3,0,0
13,1,2,3,NA,0,2,NA,NA,NA,NA,NA,296363,3,0,0
7,1,2,65,8,4,2,1,5,44,1,600000,1438658,4,0,0
16,1,2,33,1,3,2,3,NA,NA,NA,NA,196725,3,0,0
2,2,2,33,1,3,2,1,5,42,3,600000,444133,4,0,1
6,2,2,45,2,2,2,3,NA,NA,NA,NA,326688,3,0,0
15,1,2,7,NA,1,1,NA,NA,NA,NA,NA,188396,4,0,0
1,2,1,74,2,1,2,3,NA,NA,NA,NA,243499,3,1,0
13,1,2,34,1,6,2,1,5,44,1,2100000,1083333,4,0,0
14,1,2,2,NA,0,1,NA,NA,NA,NA,NA,1286750,4,0,0
4,1,2,44,2,6,2,3,NA,NA,NA,NA,620000,4,0,0
13,1,2,25,8,6,2,1,5,44,1,600000,672500,4,0,0
8,2,1,44,2,3,2,1,2,20,NA,350000,125301,1,0,0
6,1,1,37,2,6,2,1,2,30,NA,900000,1207084,4,0,0
8,2,2,12,NA,1,1,NA,NA,NA,NA,NA,510000,4,0,0
14,2,2,39,2,2,2,1,2,20,NA,200000,258867,4,0,0
13,1,2,68,1,3,2,3,NA,NA,NA,NA,1428584,4,0,0
13,1,2,32,8,4,2,2,NA,NA,NA,NA,126412,1,0,0
8,1,2,18,8,4,1,3,NA,NA,NA,NA,299647,4,0,0
13,1,1,69,1,6,2,1,5,10,1,200000,1166907,4,0,0
13,1,1,8,NA,1,1,NA,NA,NA,NA,NA,200320,3,1,0
3,2,2,18,8,5,1,3,NA,NA,NA,NA,175000,1,0,0
13,1,2,13,NA,1,1,NA,NA,NA,NA,NA,334907,4,1,0
5,1,2,26,8,6,2,1,5,35,1,450000,1134667,4,0,0
6,1,1,27,8,4,2,1,5,45,-88,500000,336000,4,0,0
4,1,2,22,8,5,1,3,NA,NA,NA,NA,280999,4,0,0
6,1,2,1,NA,0,2,NA,NA,NA,NA,NA,452805,4,0,0
13,1,1,62,1,6,2,1,3,44,1,900000,665000,4,0,0
6,1,2,44,6,4,2,1,5,30,1,450000,407907,4,0,0
