region,area,sexo,edad,ecivil,educc,e3,activ,o15,o10,o19,yoprcor,ypchtotcor,pobreza_severa,pueblos_indigenas,lugar_nac
13,1,1,5,NA,0,1,NA,NA,NA,NA,NA,377903,4,0,0
6,2,1,63,6,2,2,1,2,16,NA,NA,340000,1,1,0
1,1,1,50,2,4,2,1,1,44,NA,1000000,625000,4,0,0
5,1,1,56,6,6,2,1,3,45,1,3500000,6186667,4,0,0
13,2,2,29,8,3,2,3,NA,NA,NA,NA,295971,3,0,0
5,2,2,51,1,2,2,1,9,40,NA,NA,388458,4,0,0
5,1,2,73,1,5,2,1,5,55,3,120000,603139,4,1,0
8,1,1,82,2,4,2,3,NA,NA,NA,NA,429027,4,0,0
5,1,1,18,8,4,1,1,2,5,NA,500000,623333,4,0,0
8,2,2,21,2,2,2,3,NA,NA,NA,NA,322407,NA,0,0
13,1,2,50,6,2,2,1,7,10,3,120000,268725,1,0,0
2,1,1,13,NA,1,2,NA,NA,NA,NA,NA,266608,3,0,0
9,2,1,44,8,1,2,3,NA,NA,NA,NA,238574,NA,0,0
13,2,1,20,8,4,2,1,2,9,NA,50000,160038,1,0,0
9,2,2,72,8,4,2,3,NA,NA,NA,NA,381669,4,1,0
4,2,1,33,2,4,2,1,5,120,1,680000,414811,4,0,0
6,2,2,47,1,6,2,2,NA,NA,NA,NA,181432,2,0,0
6,1,1,32,8,2,2,1,5,44,1,450000,304765,4,0,0
13,1,1,35,2,6,2,1,5,44,1,1200000,999945,4,0,1
5,1,2,29,8,5,1,1,5,46,1,650000,910000,4,0,0
14,1,1,16,8,3,1,3,NA,NA,NA,NA,512084,4,1,0
3,1,1,26,8,5,1,3,NA,NA,NA,NA,803334,4,0,0
7,1,2,52,7,-88,2,1,7,44,1,500000,703334,4,0,0
8,1,2,33,2,2,2,1,9,20,NA,NA,103333,1,0,1
15,1,2,56,1,4,2,1,5,44,1,1000000,694444,4,0,0
5,1,2,51,8,3,2,1,2,12,NA,240000,243632,1,0,0
9,1,2,23,8,5,1,3,NA,NA,NA,NA,88686,2,0,0
3,1,1,67,1,4,2,3,NA,NA,NA,NA,333333,4,0,0
2,1,2,0,NA,0,2,NA,NA,NA,NA,NA,722677,4,0,0
13,1,1,82,1,4,2,3,NA,NA,NA,NA,370250,4,0,0
12,1,2,83,1,2,2,3,NA,NA,NA,NA,950000,4,0,0
13,1,1,53,1,6,2,3,NA,NA,NA,NA,1160417,4,0,0
2,1,2,26,2,4,2,1,3,45,1,500000,459404,4,0,0
10,1,1,40,1,6,2,1,5,60,1,967766,248656,4,0,0
8,1,2,49,2,4,2,3,NA,NA,NA,NA,475000,4,0,0
9,1,1,69,1,4,2,3,NA,NA,NA,NA,725000,3,0,0
7,2,2,63,2,4,2,3,NA,NA,NA,NA,1010611,4,0,0
16,1,1,18,8,4,1,3,NA,NA,NA,NA,2026667,4,0,0
13,1,1,4,NA,0,1,NA,NA,NA,NA,NA,347326,3,0,0
13,1,2,59,1,6,2,1,5,28,1,900000,1358815,4,0,0
4,2,2,54,6,4,2,1,2,5,NA,160000,193004,2,1,0
8,1,1,18,8,5,1,3,NA,NA,NA,NA,381184,4,1,0
8,1,1,29,8,2,2,3,NA,NA,NA,NA,378790,4,0,0
16,1,2,30,8,6,2,1,4,12,1,400000,620000,4,0,0
14,1,1,41,8,6,2,1,4,39,1,1000000,1143167,4,0,0
13,1,1,7,NA,1,1,NA,NA,NA,NA,NA,105861,2,0,0
13,1,1,54,1,6,2,3,NA,NA,NA,NA,705208,3,0,0
5,2,1,12,NA,1,1,NA,NA,NA,NA,NA,294887,4,0,0
13,1,1,64,1,6,2,1,2,40,NA,4000000,3377778,4,0,0
13,1,1,57,1,6,2,1,2,50,NA,380000,326667,2,0,0
13,1,1,14,8,2,1,NA,NA,NA,NA,NA,351193,4,0,0
8,1,2,38,1,6,2,1,5,40,1,600000,404522,4,0,1
4,1,2,50,8,1,2,1,4,25,1,400000,305311,4,0,0
16,1,2,56,7,5,2,1,5,40,1,300000,1216667,4,0,0
13,2,1,22,8,5,1,1,5,40,-88,150000,223907,1,0,0
9,1,2,56,1,2,2,3,NA,NA,NA,NA,290500,4,1,0
10,1,1,70,1,3,2,3,NA,NA,NA,NA,379723,4,0,0
13,1,2,23,2,5,2,3,NA,NA,NA,NA,430817,3,0,0
9,2,1,74,1,1,2,3,NA,NA,NA,NA,310221,NA,0,0
3,1,2,55,7,4,2,1,2,84,NA,500000,540000,4,0,0
2,1,2,9,NA,1,1,NA,NA,NA,NA,NA,362000,4,0,0
15,1,2,43,8,4,2,1,5,44,1,650000,234777,4,1,0
13,1,2,4,NA,0,2,NA,NA,NA,NA,NA,140195,NA,0,0
5,1,1,57,1,4,2,1,5,45,1,550000,256216,4,0,0
13,1,1,51,8,4,2,1,3,44,1,650000,573956,4,0,0
8,1,2,67,2,3,2,3,NA,NA,NA,NA,325791,4,0,0
7,1,1,9,NA,1,1,NA,NA,NA,NA,NA,569412,4,0,0
8,1,2,54,1,5,2,1,5,40,1,1800000,1233342,4,0,0
10,1,2,33,8,6,2,1,5,35,1,350000,246232,4,1,0
7,1,2,39,1,4,2,3,NA,NA,NA,NA,247342,4,0,0
2,1,1,55,2,1,2,1,5,45,3,400000,178571,3,0,1
6,2,2,71,1,1,2,3,NA,NA,NA,NA,338388,4,0,0
10,1,1,83,1,0,2,3,NA,NA,NA,NA,531753,3,0,0
15,1,2,49,5,3,2,3,NA,NA,NA,NA,141667,2,0,1
5,1,1,22,8,5,1,1,5,25,1,140000,450667,4,0,0
15,2,2,35,1,6,2,1,5,45,1,550000,324762,3,0,0
13,1,2,6,NA,0,1,NA,NA,NA,NA,NA,1132188,4,1,0
13,1,1,6,NA,0,1,NA,NA,NA,NA,NA,295448,3,1,0
13,1,2,68,1,1,2,3,NA,NA,NA,NA,365342,4,0,0
7,1,2,39,8,4,2,1,2,22,NA,NA,235000,4,0,0
15,1,1,69,1,4,2,3,NA,NA,NA,NA,349187,4,1,0
6,2,2,75,6,1,2,3,NA,NA,NA,NA,207148,2,0,0
13,1,2,44,2,4,2,3,NA,NA,NA,NA,322339,4,0,0
6,2,2,61,1,1,2,3,NA,NA,NA,NA,206486,1,0,0
5,1,2,13,NA,2,1,NA,NA,NA,NA,NA,304990,4,0,0
13,1,2,29,2,5,1,1,3,50,1,2200000,2399417,4,0,0
10,2,1,47,1,4,2,1,2,40,NA,300000,270000,4,0,0
13,1,1,45,8,4,2,1,5,45,1,400000,613056,4,0,0
1,1,2,67,8,3,2,3,NA,NA,NA,NA,964296,NA,0,0
12,1,2,88,7,1,2,3,NA,NA,NA,NA,1113490,4,0,0
6,1,2,43,8,4,2,3,NA,NA,NA,NA,206863,2,0,0
7,1,2,49,6,4,2,3,NA,NA,NA,NA,405057,4,0,0
10,1,1,64,7,4,2,1,3,45,1,500000,547500,4,1,0
10,1,1,45,8,6,2,1,5,45,1,1600000,1600000,4,0,1
8,1,2,22,8,4,2,3,NA,NA,NA,NA,185971,1,0,0
13,1,2,29,2,4,2,1,5,44,1,440000,663667,4,0,0
13,2,1,30,1,6,2,1,5,40,1,2800000,700000,4,0,0
7,1,1,23,8,4,2,1,5,44,1,707000,891316,4,0,1
16,1,1,46,1,1,2,1,5,44,1,600000,278839,3,0,0
8,1,2,25,8,5,1,3,NA,NA,NA,NA,186667,2,0,0
15,1,1,16,8,1,1,3,NA,NA,NA,NA,223149,3,0,0
15,1,2,59,6,6,2,1,3,44,1,1600000,1595833,4,0,0
8,1,1,72,1,1,2,3,NA,NA,NA,NA,178273,1,0,0
5,1,2,1,NA,0,2,NA,NA,NA,NA,NA,500000,3,0,0
1,1,2,0,NA,0,2,NA,NA,NA,NA,NA,262500,3,0,0
4,1,1,31,8,4,2,2,NA,NA,NA,NA,237220,4,0,0
4,2,2,40,2,5,2,1,5,44,3,500000,685479,NA,1,0
13,1,2,42,1,6,2,1,1,44,NA,2000000,1625000,4,0,0
3,1,2,47,2,5,1,3,NA,NA,NA,NA,500000,4,0,0
8,1,1,42,1,4,2,1,5,48,1,800000,389625,4,0,0
5,1,2,64,8,0,2,3,NA,NA,NA,NA,321099,3,0,0
13,1,1,17,8,3,1,3,NA,NA,NA,NA,259559,4,0,0
15,1,2,70,1,4,2,3,NA,NA,NA,NA,598795,4,0,0
9,1,2,40,2,4,2,3,NA,NA,NA,NA,300000,4,1,0
5,2,2,51,8,2,2,1,2,40,NA,280000,417860,4,0,0
3,1,1,31,8,4,2,1,5,48,1,900000,415525,NA,1,0
5,1,1,69,7,2,2,3,NA,NA,NA,NA,242797,2,0,1
5,1,1,68,4,5,2,3,NA,NA,NA,NA,894832,4,0,1
12,1,2,69,7,3,2,3,NA,NA,NA,NA,740000,2,0,0
4,1,2,31,8,6,2,1,4,45,1,550000,366314,4,0,0
9,2,2,61,8,1,2,3,NA,NA,NA,NA,231231,1,1,0
6,1,2,49,1,2,2,1,5,44,1,520000,463821,4,0,0
13,1,2,50,1,4,2,3,NA,NA,NA,NA,249240,4,0,0
16,1,2,20,8,4,2,3,NA,NA,NA,NA,248625,4,0,0
1,1,2,32,8,6,2,1,3,40,1,530000,391359,4,0,0
10,1,1,20,8,5,1,3,NA,NA,NA,NA,325000,4,0,0
6,1,2,26,8,6,2,1,3,44,1,800000,707159,4,0,0
9,1,1,41,2,4,2,1,5,6,3,NA,459522,4,0,0
13,1,2,73,8,3,2,3,NA,NA,NA,NA,204434,1,0,0
7,1,2,36,8,4,2,1,5,35,3,500000,125000,2,0,0
16,1,1,61,1,2,2,1,2,40,NA,448958,316319,NA,0,0
13,1,2,81,1,2,2,3,NA,NA,NA,NA,448144,4,0,0
10,1,2,9,NA,1,1,NA,NA,NA,NA,NA,1312500,4,1,0
9,1,2,62,1,4,2,3,NA,NA,NA,NA,366044,2,0,0
16,2,2,58,5,2,2,2,NA,NA,NA,NA,82933,2,0,0
5,1,2,69,7,1,2,3,NA,NA,NA,NA,563490,4,0,0
13,1,1,18,8,3,1,3,NA,NA,NA,NA,57482,1,0,1
10,1,1,66,1,3,2,1,5,20,1,200000,843998,4,0,0
9,1,1,16,8,3,1,3,NA,NA,NA,NA,75000,NA,0,0
10,1,1,19,8,4,2,2,NA,NA,NA,NA,300000,4,0,0
13,2,2,65,1,2,2,3,NA,NA,NA,NA,389880,NA,0,0
9,1,2,29,8,6,2,1,4,34,1,600000,352333,4,1,0
13,1,2,27,8,5,1,3,NA,NA,NA,NA,900000,2,0,0
13,1,2,3,NA,0,1,NA,NA,NA,NA,NA,225559,2,0,0
3,1,1,73,1,3,2,3,NA,NA,NA,NA,635398,4,0,0
14,1,2,24,8,6,2,2,NA,NA,NA,NA,281458,4,1,0
8,2,1,39,2,4,2,1,5,45,1,400000,122214,1,0,0
12,1,1,70,2,3,2,1,5,44,1,890000,1025507,4,1,0
5,1,1,72,1,4,2,1,5,44,1,900000,933750,4,0,0
14,2,1,20,8,5,1,3,NA,NA,NA,NA,354544,4,0,0
5,1,2,63,2,-88,2,1,2,30,NA,500000,613863,4,0,0
14,1,2,30,2,4,2,1,5,44,1,520000,504756,4,0,0
12,1,1,15,8,3,1,3,NA,NA,NA,NA,109966,1,0,1
7,1,1,77,1,2,2,3,NA,NA,NA,NA,532996,4,0,0
8,1,2,14,8,2,1,NA,NA,NA,NA,NA,650000,4,0,0
9,1,2,30,8,6,2,1,3,44,1,1070000,1074167,4,1,0
11,1,2,45,2,6,2,1,5,40,1,2000000,1476111,4,0,0
13,1,1,50,6,2,2,1,5,44,-88,400000,390000,4,1,0
1,1,1,43,8,2,2,3,NA,NA,NA,NA,364159,4,0,0
6,2,1,54,1,3,2,1,2,44,NA,300000,300000,2,0,0
1,1,2,76,5,2,2,3,NA,NA,NA,NA,348774,4,0,0
5,2,2,26,2,4,2,1,4,44,1,600000,396640,4,0,0
1,1,2,39,2,5,1,1,5,44,1,900000,705564,4,1,0
1,1,1,84,7,0,2,3,NA,NA,NA,NA,150159,2,0,0
10,1,2,64,1,2,2,1,2,6,NA,50000,250000,1,0,0
6,2,1,38,8,4,2,1,5,48,1,800000,350863,3,0,0
13,1,2,33,1,4,2,3,NA,NA,NA,NA,327955,4,0,0
5,1,2,29,2,6,2,1,3,45,1,500000,317991,4,0,0
14,1,2,11,NA,1,1,NA,NA,NA,NA,NA,273863,3,0,0
11,2,2,55,8,2,2,1,2,20,NA,160000,554199,4,0,0
7,2,1,51,2,2,2,1,5,44,1,550000,482630,4,0,0
2,1,2,25,2,1,2,1,2,20,NA,200000,224667,3,0,1
15,1,1,73,5,1,2,3,NA,NA,NA,NA,1000000,4,0,0
5,1,2,54,8,4,2,3,NA,NA,NA,NA,180241,1,0,0
8,1,2,53,1,2,2,3,NA,NA,NA,NA,321432,4,0,0
8,1,2,75,1,4,2,3,NA,NA,NA,NA,810000,4,0,0
8,1,2,58,1,6,2,1,3,45,1,1100000,800000,4,0,0
6,1,1,3,NA,0,2,NA,NA,NA,NA,NA,262500,4,0,1
13,1,1,33,8,3,2,3,NA,NA,NA,NA,511243,3,0,0
8,1,2,33,2,6,2,3,NA,NA,NA,NA,166667,1,0,1
9,2,1,6,NA,0,1,NA,NA,NA,NA,NA,89579,1,1,0
10,1,2,13,NA,1,1,NA,NA,NA,NA,NA,150000,1,0,1
13,1,2,58,6,4,2,3,NA,NA,NA,NA,207133,2,0,0
5,1,2,54,5,4,2,3,NA,NA,NA,NA,156544,2,0,0
9,2,2,59,1,3,2,3,NA,NA,NA,NA,200260,2,0,0
4,1,1,77,8,2,2,3,NA,NA,NA,NA,864000,4,0,0
5,1,1,56,1,4,2,1,2,40,NA,500000,427917,4,0,0
10,1,2,33,8,4,2,2,NA,NA,NA,NA,282266,3,1,0
15,1,2,71,2,1,2,1,2,24,NA,200000,603250,4,0,0
13,1,2,60,8,4,2,1,5,44,1,600000,1005833,4,0,0
4,1,2,14,8,2,1,NA,NA,NA,NA,NA,2500000,4,0,0
11,1,1,29,2,1,2,1,2,40,NA,500000,182139,1,0,0
6,1,2,31,1,6,2,1,2,50,NA,300000,614444,4,0,0
9,1,2,48,8,4,2,3,NA,NA,NA,NA,556290,4,1,0
11,1,2,69,1,1,2,3,NA,NA,NA,NA,464296,4,0,0
9,1,1,53,2,3,2,1,4,48,1,500000,261713,3,0,0
4,1,2,51,5,4,2,1,2,10,NA,100000,250000,2,0,0
2,1,2,45,1,1,2,1,5,45,1,400000,255000,3,1,1
1,1,2,42,8,5,1,1,3,44,1,412000,398360,4,0,0
7,1,1,16,8,2,1,3,NA,NA,NA,NA,179742,1,0,0
8,2,1,50,8,1,2,1,2,20,NA,100000,260398,1,1,0
8,1,2,41,2,4,2,1,5,40,1,1200000,1611667,4,0,0
3,1,1,22,8,4,2,3,NA,NA,NA,NA,129977,2,0,0
13,1,2,78,7,4,2,3,NA,NA,NA,NA,392166,4,0,0
5,1,1,17,8,3,1,3,NA,NA,NA,NA,80225,2,1,0
14,2,1,26,8,2,2,1,5,40,3,220000,198466,3,0,0
7,1,2,34,2,4,2,3,NA,NA,NA,NA,238201,2,0,0
5,1,1,13,NA,1,1,NA,NA,NA,NA,NA,1188278,4,0,0
10,1,2,93,7,1,2,3,NA,NA,NA,NA,533664,3,0,0
10,1,2,63,5,4,2,1,5,10,1,200000,1945000,4,0,0
14,1,1,46,8,6,2,1,5,37,1,1050000,1370833,4,0,0
5,1,1,42,1,6,2,1,5,44,1,750000,356784,4,0,0
9,1,1,9,NA,1,1,NA,NA,NA,NA,NA,188196,1,0,0
10,2,2,32,8,0,2,3,NA,NA,NA,NA,264026,3,0,0
8,1,1,19,8,4,2,3,NA,NA,NA,NA,166721,1,0,0
13,1,2,73,8,6,2,3,NA,NA,NA,NA,1300000,4,0,0
9,1,2,7,NA,1,1,NA,NA,NA,NA,NA,644622,4,0,0
12,1,1,18,8,4,1,3,NA,NA,NA,NA,951444,4,0,0
8,1,1,14,8,2,1,NA,NA,NA,NA,NA,518130,4,0,0
8,2,2,18,8,3,1,3,NA,NA,NA,NA,294919,3,1,0
8,1,1,13,NA,1,1,NA,NA,NA,NA,NA,164192,1,0,0
5,1,1,42,5,6,2,1,5,40,1,500000,707006,4,0,0
8,1,1,58,8,2,2,1,2,6,NA,70000,141155,1,1,0
8,2,2,68,1,6,2,3,NA,NA,NA,NA,784000,4,0,0
8,1,2,57,1,1,2,3,NA,NA,NA,NA,157008,1,1,0
13,1,1,29,8,3,2,1,5,45,1,550000,383398,3,0,0
9,1,2,23,8,5,1,3,NA,NA,NA,NA,411294,4,1,0
3,1,1,33,8,5,2,1,5,45,3,500000,756250,4,0,0
2,1,2,0,NA,0,2,NA,NA,NA,NA,NA,222849,1,1,0
16,2,2,69,1,1,2,3,NA,NA,NA,NA,366499,4,0,0
9,1,1,68,1,4,2,3,NA,NA,NA,NA,220795,2,0,0
7,1,2,50,8,4,2,1,1,44,NA,400000,224402,4,0,0
6,1,2,14,8,1,1,NA,NA,NA,NA,NA,315109,3,0,0
7,1,2,84,1,2,2,3,NA,NA,NA,NA,240513,3,0,0
6,1,1,45,1,6,2,1,2,45,NA,1500000,805400,4,0,0
3,1,1,61,1,5,2,1,3,45,1,1200000,700972,4,0,0
8,2,1,63,1,3,2,3,NA,NA,NA,NA,232345,3,0,0
13,1,2,15,8,3,1,3,NA,NA,NA,NA,148172,2,0,0
1,1,1,66,1,1,2,1,3,40,1,420000,379403,3,0,0
10,2,1,82,1,1,2,3,NA,NA,NA,NA,299962,4,0,0
7,1,1,33,8,4,2,2,NA,NA,NA,NA,0,2,0,1
13,1,1,3,NA,0,1,NA,NA,NA,NA,NA,244809,3,0,0
16,1,2,30,8,4,2,3,NA,NA,NA,NA,202927,2,0,0
1,1,2,11,NA,1,1,NA,NA,NA,NA,NA,350665,4,1,0
12,1,1,25,8,6,2,3,NA,NA,NA,NA,1027778,4,0,0
3,1,2,26,8,6,2,3,NA,NA,NA,NA,323055,4,0,0
3,1,2,15,8,3,1,3,NA,NA,NA,NA,129977,2,0,0
10,2,2,22,8,4,2,2,NA,NA,NA,NA,314162,4,1,0
13,1,1,15,8,1,1,3,NA,NA,NA,NA,293577,3,0,0
7,2,2,43,6,4,2,1,2,44,NA,150000,218703,4,0,0
5,1,2,27,8,6,2,1,3,9,1,100000,304161,3,0,0
13,1,2,52,6,5,1,3,NA,NA,NA,NA,260066,2,0,0
12,1,2,2,NA,0,1,NA,NA,NA,NA,NA,379165,4,1,0
6,2,2,15,8,3,1,3,NA,NA,NA,NA,109015,1,1,0
13,1,2,35,8,4,2,3,NA,NA,NA,NA,82140,1,0,0
13,1,1,59,1,3,2,1,5,48,1,500000,545209,4,1,0
8,1,2,54,5,6,2,1,5,30,1,520000,173333,2,0,0
16,2,2,42,2,6,2,1,1,40,NA,600000,903966,4,0,0
3,1,1,47,8,2,2,1,5,45,1,750000,832161,4,0,0
9,2,1,31,3,5,2,1,5,40,3,650000,389631,4,0,0
9,1,2,14,8,2,1,NA,NA,NA,NA,NA,300625,4,0,0
13,1,2,59,7,4,2,1,5,40,1,700000,445000,4,0,0
13,1,1,2,NA,0,1,NA,NA,NA,NA,NA,1025000,4,0,0
4,2,2,61,1,4,2,1,5,44,1,1000000,1533654,4,0,0
8,2,1,67,1,1,2,3,NA,NA,NA,NA,246898,4,0,0
13,1,1,18,8,3,1,3,NA,NA,NA,NA,302500,4,0,1
1,1,2,59,1,1,2,1,2,15,NA,160000,303029,1,1,0
5,1,2,14,8,2,1,NA,NA,NA,NA,NA,712917,4,0,0
9,1,2,13,NA,1,1,NA,NA,NA,NA,NA,81781,2,1,0
16,1,1,1,NA,0,2,NA,NA,NA,NA,NA,210000,2,0,0
12,1,1,27,8,6,2,1,5,60,1,1400000,1337500,4,0,0
5,2,1,59,1,1,2,1,5,40,1,480000,305833,3,0,0
14,1,2,2,NA,0,1,NA,NA,NA,NA,NA,140386,2,0,0
5,1,2,89,7,4,2,3,NA,NA,NA,NA,929167,4,0,0
8,1,2,53,1,4,2,3,NA,NA,NA,NA,267162,4,0,0
12,1,2,20,8,5,1,3,NA,NA,NA,NA,216667,2,0,0
9,1,1,7,NA,1,1,NA,NA,NA,NA,NA,220575,4,0,0
5,1,1,10,NA,1,1,NA,NA,NA,NA,NA,13196667,4,0,0
13,1,1,37,8,6,2,2,NA,NA,NA,NA,304996,2,0,0
15,1,2,30,8,4,2,3,NA,NA,NA,NA,656782,3,0,0
16,1,2,48,1,6,2,3,NA,NA,NA,NA,356667,4,0,0
2,1,2,64,1,2,2,3,NA,NA,NA,NA,741167,3,0,0
13,1,2,27,8,5,1,1,5,50,1,480000,570979,4,0,0
11,1,1,20,8,5,1,1,5,20,1,250000,892708,4,0,0
1,1,2,35,1,6,2,1,5,44,1,550000,294707,4,0,0
7,1,1,22,8,5,1,3,NA,NA,NA,NA,305095,4,0,0
16,1,2,43,1,4,2,3,NA,NA,NA,NA,212340,2,0,0
13,1,1,68,1,4,2,3,NA,NA,NA,NA,699166,4,0,0
5,1,2,29,8,6,2,1,5,44,1,1300000,722274,3,0,0
2,1,1,35,1,6,2,1,8,44,2,1000000,1300000,4,1,0
12,1,1,41,2,2,2,1,5,44,1,550000,304697,4,0,0
5,1,2,47,5,3,2,1,2,84,NA,500000,355029,4,0,0
7,1,1,19,8,5,1,3,NA,NA,NA,NA,218340,4,0,0
12,1,2,61,1,4,2,1,2,44,NA,550000,412500,4,0,0
8,2,1,29,8,4,2,3,NA,NA,NA,NA,368574,4,0,0
11,2,2,43,1,6,2,1,2,18,NA,2000000,1350000,4,1,0
11,2,2,40,2,6,2,1,3,20,1,1000000,1175000,4,0,0
2,1,1,29,8,4,2,1,5,48,1,800000,706000,4,1,0
9,1,2,65,1,4,2,3,NA,NA,NA,NA,436145,4,0,0
8,2,2,61,1,1,2,3,NA,NA,NA,NA,555000,3,0,0
5,2,2,57,1,4,2,3,NA,NA,NA,NA,775000,4,0,0
13,2,2,46,8,4,2,1,7,23,3,200000,395944,4,0,0
13,1,2,65,8,1,2,1,7,45,1,500000,293577,3,0,0
16,1,2,19,8,5,1,3,NA,NA,NA,NA,100000,NA,0,0
7,1,2,34,8,4,2,2,NA,NA,NA,NA,261583,4,0,0
13,1,2,25,8,5,1,1,5,40,1,500000,479583,4,0,0
6,1,1,64,6,1,2,1,5,44,1,540000,756667,4,0,0
7,2,1,42,8,1,2,1,5,44,1,500000,239498,3,0,0
13,1,1,53,5,4,2,1,3,44,1,550000,1559167,4,0,0
4,1,1,5,NA,0,1,NA,NA,NA,NA,NA,402906,NA,0,0
9,1,1,15,8,3,1,3,NA,NA,NA,NA,221905,4,0,0
13,1,2,30,1,4,2,3,NA,NA,NA,NA,221038,2,0,1
8,1,2,34,8,6,1,1,3,50,1,3200000,1349333,4,0,0
7,1,2,59,1,2,2,3,NA,NA,NA,NA,378375,4,0,0
10,1,2,12,NA,1,1,NA,NA,NA,NA,NA,432200,3,0,0
8,1,2,35,8,6,2,1,5,44,1,500000,900000,4,0,0
2,1,1,42,1,6,2,1,8,72,1,1000000,250000,4,0,0
8,1,2,63,8,4,2,3,NA,NA,NA,NA,856461,4,0,0
11,1,2,36,1,4,2,1,5,44,1,500000,395259,4,1,0
8,1,1,54,1,4,2,1,2,60,NA,400000,286111,2,0,0
14,1,2,44,1,4,2,1,2,70,NA,1200000,493531,4,0,0
5,1,1,50,1,2,2,1,2,44,NA,800000,515667,4,0,0
3,1,1,65,2,6,2,1,5,44,1,4000000,3993750,4,0,0
13,1,2,29,8,4,2,1,5,25,3,300000,257497,3,0,0
13,1,2,18,8,3,1,2,NA,NA,NA,NA,335945,3,0,0
13,1,1,35,8,6,2,1,5,40,1,850000,823444,4,0,0
8,1,2,67,7,4,2,3,NA,NA,NA,NA,880499,4,0,0
4,1,1,51,1,3,2,3,NA,NA,NA,NA,234976,4,0,0
8,1,1,22,8,4,2,1,2,12,NA,280000,273434,4,0,0
5,1,2,61,8,4,2,3,NA,NA,NA,NA,424554,3,0,0
13,1,2,24,2,5,1,3,NA,NA,NA,NA,1816667,4,1,0
5,1,2,70,8,6,2,3,NA,NA,NA,NA,711991,4,0,0
13,1,2,54,2,6,2,1,5,45,1,420000,290000,4,0,1
9,1,2,18,8,4,1,3,NA,NA,NA,NA,260872,4,1,0
5,1,1,68,1,2,2,3,NA,NA,NA,NA,339206,NA,0,0
10,1,1,45,8,4,2,1,5,45,1,500000,724245,4,0,0
13,1,2,61,1,3,2,1,2,8,NA,50000,152928,1,0,0
8,1,1,43,2,4,2,1,2,40,NA,6000000,2226667,4,0,0
15,1,2,20,8,5,1,3,NA,NA,NA,NA,205711,3,1,0
16,2,1,21,8,3,1,1,2,40,NA,400000,367123,3,0,0
7,1,1,61,1,6,2,1,2,38,NA,380487,540368,4,0,1
5,1,2,56,1,4,2,1,3,44,1,380000,527843,4,0,0
2,1,2,30,8,5,1,1,5,48,1,1500000,558667,4,0,0
13,1,2,42,8,4,2,1,7,15,3,90000,192785,1,0,0
5,1,1,28,2,6,2,1,5,44,1,1100000,894167,4,0,0
13,1,2,69,1,2,2,3,NA,NA,NA,NA,268799,4,0,0
3,1,2,33,8,1,2,2,NA,NA,NA,NA,102397,1,0,0
13,1,1,26,8,6,2,1,5,50,1,1800000,447396,4,0,0
7,1,1,3,NA,0,2,NA,NA,NA,NA,NA,259311,4,0,0
9,1,1,75,2,6,2,1,5,50,1,600000,1050000,4,0,0
4,2,2,59,2,2,2,1,7,44,3,520000,410000,4,0,0
8,1,2,8,NA,1,1,NA,NA,NA,NA,NA,131583,1,0,0
7,1,1,48,1,4,2,1,5,40,1,530000,272698,4,0,0
8,1,2,22,2,4,2,3,NA,NA,NA,NA,189512,2,0,0
7,1,1,23,8,4,2,2,NA,NA,NA,NA,100862,2,0,0
13,1,2,79,8,1,2,3,NA,NA,NA,NA,291454,4,1,0
2,1,2,29,2,6,2,1,5,40,1,700000,1014667,4,0,0
10,1,2,2,NA,0,1,NA,NA,NA,NA,NA,682456,4,1,0
8,1,2,81,7,2,2,3,NA,NA,NA,NA,607500,4,0,0
5,1,1,30,8,3,2,1,5,40,3,500000,320796,3,0,1
13,1,1,32,8,4,2,1,5,30,1,500000,490230,4,0,0
11,2,2,7,NA,1,1,NA,NA,NA,NA,NA,556940,4,0,0
9,2,2,76,1,0,2,3,NA,NA,NA,NA,310221,NA,0,0
7,2,2,74,1,1,2,3,NA,NA,NA,NA,388499,4,0,0
7,1,1,59,2,5,2,1,5,44,1,900000,978584,4,0,0
13,1,1,37,8,6,1,3,NA,NA,NA,NA,503616,4,0,0
11,2,2,72,1,6,2,3,NA,NA,NA,NA,737707,4,0,0
10,2,2,83,1,2,2,3,NA,NA,NA,NA,842000,4,0,0
2,1,1,6,NA,0,1,NA,NA,NA,NA,NA,255890,3,0,0
7,1,2,24,2,3,2,1,5,24,3,480000,475313,3,0,1
15,1,2,37,1,4,2,3,NA,NA,NA,NA,136300,2,0,0
16,1,2,14,8,2,1,NA,NA,NA,NA,NA,450039,3,0,0
6,1,1,6,NA,0,1,NA,NA,NA,NA,NA,137345,1,0,0
13,1,1,1,NA,0,2,NA,NA,NA,NA,NA,177720,2,0,0
12,1,1,44,1,4,2,1,5,70,1,1000000,450000,4,1,0
13,1,1,78,1,4,2,3,NA,NA,NA,NA,501783,4,0,0
10,1,2,20,8,5,1,3,NA,NA,NA,NA,347633,4,0,0
2,1,1,34,3,6,2,1,5,72,1,1200000,235714,4,0,1
9,1,2,38,1,5,2,1,5,6,1,240000,330417,4,0,0
8,1,2,58,2,1,2,1,7,45,1,550000,457778,4,0,0
3,1,1,81,1,2,2,1,5,48,1,500000,641272,4,0,0
13,1,1,47,2,6,2,1,5,45,1,1500000,615625,4,0,0
8,1,2,57,1,4,2,3,NA,NA,NA,NA,482667,4,0,0
